Der Aufschluß 5 / 50,O. Kessenheimer,Unfreiwillige Pseudomorphose von Silber nach Chlorargyrit,,
Der Aufschluß 1 / 51,H. Pöllmann,Auf Kristalljagd in den Zentralalpen I,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1951 01 300 .pdf
Der Aufschluß 1 / 51,Werner,Eine historisch berühmte Kontaktzone im Harz,,
Der Aufschluß 1 / 51,Detlef Cornelius,Ein geologisches Naturdenkmal bei Wiesbaden,,
Der Aufschluß 1 / 51,Detlef Cornelius,Die Kontaktminerale im Auerbacher Urkalk,,
Der Aufschluß 1 / 51,Werner,Wismutfahlerz von Freudenstadt im Schwarzwald,,
Der Aufschluß 2 / 51,K.F. Chudoba,Zur Rekristallisation bei Mineralien und Metallen,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1951 02 300.pdf
Der Aufschluß 2 / 51,O. Ermann,Die wichtigsten Erz- und Minerallagerstätten des Spessarts,,
Der Aufschluß 2 / 51,Werner,"Rezente Steinsalzzwillings- und Sylvinkristalle vom Kaliwerk Niedersachsen bei Wathlingen, Celle",,
Der Aufschluß 2 / 51,H. Pöllmann,Auf Kristalljagd in den Zentralalpen II,,
Der Aufschluß 2 / 51,Werner,Der erste Aufschluß des Algonkiums in Deutschland,,
Der Aufschluß 2 / 51,G. Hedrich,Der Schlottwitzer Achatgang,,
Der Aufschluß 2 / 51,Werner,Harzer Marmor,,
Der Aufschluß 2 / 51,Redaktion,Vom Oberpfälzer Urangebiet bei Wölsendorf,,
Der Aufschluß 3 / 51,H. Hüttenhain,Radioaktive Erscheinungen im Mineralreich,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1951 03 300.pdf
Der Aufschluß 4 / 51,H. Hofmann,Das Siebengebirge,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1951 04 300.pdf
Der Aufschluß 4 / 51,R. Hundt,Verkieselte Graphtolithen in Geröllen West- und Mitteldeutschlands,,
Der Aufschluß 5 / 51,Werner,Die Lüneburger Heide und ihr Untergrund,, D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1951 05 300.pdf
Der Aufschluß 5 / 51,G. Wirzing,Bernstein,,
Der Aufschluß 5 / 51,O. Ermann,Aus der Geschichte der Quecksilberverhüttung in der Rheinpfalz,,
Der Aufschluß 5 / 51,T. Kruckow,Die Ablagerungen des Unterrotliegenden bei Sülzhayn am Südharz,,
Der Aufschluß 6 / 51,L. Fruth,Mesozoische Koniferenzapfen aus Patagonien,Araucarien,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1951 06 300.pdf
Der Aufschluß 6 / 51,M. Henglein,Lithium-Mineralien und ihre Hauptlagerstätten,,
Der Aufschluß 6 / 51,O. Ermann,Die Eisen- und Manganerlagerstätten des östlichen Hunsrücks im Gebiet von Stromberg - Bingerbrück,,
Der Aufschluß 6 / 51,Franz Ettig,Avanturin,,
Der Aufschluß 6 / 51,J. Krauß,Der Hohenstein bei reichenbach im Odenwald,,
Der Aufschluß 7 / 51,O. Settmacher,Die Mineralien und Gesteine der Passauer Graphit-Lagerstätte,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1951 07 300.pdf
Der Aufschluß 8 / 51,K. Hucke,Vom Wesen und Sinn der Geschiebeforschung,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1951 08 300.pdf
Der Aufschluß 8 / 51,R. Hundt,Selten Erhaltungsweisen gotländischer Graphtolithen,,
Der Aufschluß 8 / 51,O. Klages,Krabben aus dem Unteroligozän von Helmstedt,,
Der Aufschluß 8 / 51,Werner,Nephritfindlinge und -Aufschlüsse in Deutschland,,
Der Aufschluß 9 / 51,E.F.Vangerow,Das rheinische Erdbeben vom 14. März 41,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1951 09 300.pdf
Der Aufschluß 9 / 51,William Pfeiffer,Die Franklin- Zinkgruben und ihre Mineralien,,
Der Aufschluß 10 / 51,H. Engel,Zur Geschichte des deutschen Bergbaues,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1951 10 300.pdf
Der Aufschluß 10 / 51,O. Settmacher,Doctor Georgius Agricola,,
Der Aufschluß 10 / 51,O. Mühlhäuser,Das Böllsteinergebiet des Odenwaldes,,
Der Aufschluß 10 / 51,Redaktion,Die Quarzlagerstätten von Suttrop,,
Der Aufschluß 11 / 51,H. Bültemann,"Die Uranlagerstätten am großen Bärensee, Northwest Territories, Kanada",,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1951 11 300.pdf
Der Aufschluß 11 / 51,Dr. E. Kohl,Uranmineralien in Deutschland,,
Der Aufschluß 11 / 51,J. Hefter,Die Mineralien des Laacher Sees,,
Der Aufschluß 12 / 51,P. Georgi,"Als ""Stoanklauber"" in den Zillertaler Alpen",,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1951 12 300.pdf
Der Aufschluß 12 / 51,L. Klumpner,Goldbergbau in den Tauern,,
Der Aufschluß 12 / 51,O. Ermann,Die Steinkohlevorkommen der Rheinpfalz,,
Der Aufschluß 12 / 51,Werner,Gipskristalle aus Tongruben,,
Der Aufschluß 1 / 52,G. Dittrich,Geologische Naturdenkmale der Liechtensteiner Alpen,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1952 01 300.pdf
Der Aufschluß 1 / 52,F. Schumacher,"Die Kristalldrusen der Blei- Zink- Lagerstätte Trepca, Jugoslawien Teil I",,
Der Aufschluß 2 / 52,H. Bültemann,"Das Uranerzvorkommen in Nord-Saskatchewan, Kanada",,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1952 02 300.pdf
Der Aufschluß 2 / 52,W. Lorch,Die Neudatierung des europäischen Quartärs durch die Radiokarbonmethode Teil I,,
Der Aufschluß 2 / 52,F. Schumacher,"Die Kristalldrusen der Blei- Zink- Lagerstätte Trepca, Jugoslawien Teil II",,
Der Aufschluß 2 / 52,K. Brandt,"Die ""Grünsteine"" als bevorzugte Materialien zur Steinwerkzeug-Herstellung im Bandkeramischen Kulturkreis",,
Der Aufschluß 3 / 52,Erich Thommen,Die Mineralien des Schweizerische Juragebirges,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1952 03 300.pdf
Der Aufschluß 3 / 52,L. Fruth,Über einige Kieselsäurevorkommen in der Umgebung von Neuburg an der Donau,gebänderte Hornsteine !,
Der Aufschluß 3 / 52,P. Georgi,Auf den Spuren des tertiären Vulkanismus in Südthüringen,,
Der Aufschluß 3 / 52,A. Werner,Die Biegsamkeit der Gebirgsschichten,,
Der Aufschluß 3 / 52,O. Ermann,Die Quecksilberlagerstätten der Pfalz,,
Der Aufschluß 4 / 52,Karl F. Chudoba,Warum ein Edelstein ?,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1952 04 300.pdf
Der Aufschluß 4 / 52,F. Ettig,Sächsischer Amethyst,,
Der Aufschluß 4 / 52,F. Thermer,Beobachtungen über die Tätigkeit des Vulkans Paricutin (Mexico) im Jahre 1951,,
Der Aufschluß 4 / 52,W. Lorch,Die Neudatierung des europäischen Quartärs durch die Radiokarbonmethode Teil II,,
Der Aufschluß 4 / 52,H.W. Kesenheimer,Der Pforzheimer Stinkquarz,,
Der Aufschluß 5 / 52,Karl Picard,Beobachtungen in Sandsteinen,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1952 05 300.pdf
Der Aufschluß 5 / 52,R. Hundt,Orthoceren und andere Versteinerungen aus dem oberen Erzhorizont des Untersilurs von Schmiedefld im Thüringer Wald,,
Der Aufschluß 5 / 52,G. Hauser,Der Deutsche Speckstein und seine Pseudomorphosen,,
Der Aufschluß 5 / 52,G. Jasker,Die nordeutschen eiszeitlichen Geschiebe als Sammelobjekt,,
Der Aufschluß 6 / 52,Karl F. Chudoba,Zur Chemischen Kennzeichnung der  Edelsteine,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1952 06 300.pdf
Der Aufschluß 6 / 52,H. Bültemann,Die Uranerzvorkommen der USA,,
Der Aufschluß 6 / 52,W. Reibert,Die Altersbestimmung von Minerlaien,,
Der Aufschluß 6 / 52,G. Fricke,Ein Prehnit-Vorkommen im Schwarzwald, ,
Der Aufschluß 7 / 52,P.G.S.,Der Suhler Amphibol-Granitit mit seinen Kluftmineralien und seine Entstehung,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1952 07 300.pdf
Der Aufschluß 7 / 52,A'. Werner,Konkretionen und Sekretionen,Septarien,
Der Aufschluß 7 / 52,Karl F. Chudoba,Neue Edelsteine und Edelsteinsynthesen,,
Der Aufschluß 7 / 52,Martens,Der Epprechtstein,,
Der Aufschluß 8 / 52,G. Dittrich,Über Beobachtungen in Kalksteinhöhlen,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1952 08 300.pdf
Der Aufschluß 8 / 52,M. Landwehr,Mineralogische Untersuchungen im Dienste der Silikoseforschung und - Bekämpfung,,
Der Aufschluß 8 / 52,Karl F. Chudoba,Zur Farbe und Farbursache der Schmuck- und Edelsteine Teil I,,
Der Aufschluß 9 / 52,R. Meinhold,Moderne Methoden der Erölerschließung,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1952 09 300.pdf
Der Aufschluß 9 / 52,Karl F. Chudoba,Zur Farbe und Farbursache der Schmuck- und Edelsteine Teil II,,
Der Aufschluß 9 / 52,F. Ettig,Sächsischer Karneol,,
Der Aufschluß 10 / 52,S. Koritnig,Einiges über Mineralnamen,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1952 10 300.pdf
Der Aufschluß 10 / 52,Karl F. Chudoba,Grundlagen und Probleme der Farbveredelung an Schmuck- und Edelsteinen Teil I,,
Der Aufschluß 10 / 52,P.G.S.,Geologische Wanderung durch das Naturschutzgebiet Vessertal,,
Der Aufschluß 10 / 52,A. Meffert,"Steinach, Schwarzwald",,
Der Aufschluß 11 / 52,K. Brandt,Interessanter Einschlag eines Basaltlava-Auswürflings,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1952 11 300.pdf
Der Aufschluß 11 / 52,E. Thommen,"Die Minerallagerstätte im Gebiete des Campolungo, Tessin",,
Der Aufschluß 11 / 52,F. Ettig,Sächsischer Chalcedon,,
Der Aufschluß 11 / 52,O. Klages,"Erkerode, ein berühmter Fundort der Seelilie Encrinus liliiformis",,
Der Aufschluß 11 / 52,Karl F. Chudoba,Grundlagen und Probleme der Farbveredelung an Schmuck- und Edelsteinen Teil II,,
Der Aufschluß 11 / 52,Werner,Ophicalcite,,
Der Aufschluß 11 / 52,W. Pfeiffer,Mineralien aus dem Franklin-District,,
Der Aufschluß 12 / 52,Werner,"Erdpyramiden auf zerfurchten Moränen des Etschtales bei Bozen, Italien",,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1952 12 300.pdf
Der Aufschluß 12 / 52,K. Guckert,Der rote Nummulitenkalk der Starzlachklamm bei Sonthofen,,
Der Aufschluß 12 / 52,H. Grimm,Vorgeschichtliche Steinsetzungen aus Achat in Brasilien,,
Der Aufschluß 1 / 53,H. O´Daniel,Wanderung des Kupfers und N9ickels in der Erdkruste,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1953 01 300.pdf
Der Aufschluß 1 / 53,W. Lieber,Uranmineralien in der Dunkelkammer,,
Der Aufschluß 1 / 53,Hh,Faltenformen,,
Der Aufschluß 1 / 53,H. Goebler,Edelsteinkunde uns Mineralogie,,
Der Aufschluß 2 / 53,H. Schneiderhöhn,Die Uranvorkommen bei Wittichen im Schwarzwald,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1953 02 300.pdf
Der Aufschluß 2 / 53,Karl F. Chudoba,Künstliche Diamanten ?,,
Der Aufschluß 2 / 53,G. Wild,Australische Opale,,
Der Aufschluß 2 / 53,Karl F. Chudoba,Ceylons neues Mineral : Sinhalit,,
Der Aufschluß 2 / 53,W. F. L. ,Minerale vom Daniel-Gang bei Wittichen,,
"Der Aufschluß 3,4 / 53",J. Fath,"Bundenbach im Hunsrück und seine ""Figuren""",,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1953 03 04 300.pdf
"Der Aufschluß 3,4 / 53",O. Settmacher,Die Entstehung der Graphitlagerstätten,Kropfmühl,
"Der Aufschluß 3,4 / 53","W. Lieber, H.W. Kessenheimer",Der Hartsteinbruch Juchem im Fischbachtal,,
"Der Aufschluß 3,4 / 53",F. Ettig,Sächsicher Topas,,
"Der Aufschluß 3,4 / 53",G. Wild,Wie untersucht man Edelsteine mit dem Mikroskop,,
"Der Aufschluß 3,4 / 53",L. Freudenhammer,Edle Steine im Beton und Straßenschotter,,
"Der Aufschluß 3,4 / 53",A. Jöhnk,Mineralsande,,
"Der Aufschluß 3,4 / 53",S. Heppner,Eine neue bedeutende Thermalquelle im Oberrheingraben,Steinenstadt,
"Der Aufschluß 3,4 / 53",A. Meffert,Mineralien von Niederrotweil am Kaiserstuhl,,
"Der Aufschluß 3,4 / 53",R. Hundt,Verkieselte Graphtolithen,,
"Der Aufschluß 3,4 / 53",F. Ettig,Nordsächsisches Raseneisenerz,,
Der Aufschluß 5 / 53,Karl F. Chudoba,Künstliche Grünfärbung der Diamanten,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1953 05 300.pdf
Der Aufschluß 5 / 53,P. G. S.,Phorphyrkugeln im Thüringer Wald,,
Der Aufschluß 5 / 53,Werner,Rogenstein,,
Der Aufschluß 5 / 53,F. Ettig,Nordsächsischer Feuerstein,,
Der Aufschluß 6 / 53,F. Ettig,Über den Kieselschiefer,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1953 06 300.pdf
Der Aufschluß 6 / 53,H. Schoepf,Der Geologe Goethe im Fichtelgebirge,,
Der Aufschluß 6 / 53,A. Werner,Drucksuturen und Stylolithen,,
Der Aufschluß 6 / 53,L. Fruth,Seelilien von Crailshaim an der Jagst,,
Der Aufschluß 6 / 53,G. Fricke,"Ein edler Quarzgang im Artenberg bei Steinach, Schwarzwald",,
Der Aufschluß 7 / 53,H. Merker,Liegen die schönsten Orthoceren-Vorkommen in Schweden ?,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1953 07 300.pdf
Der Aufschluß 7 / 53,W. Schürmann,Oligozäne Aufschlüsse am Niederrhein,,
Der Aufschluß 7 / 53,H. Werner,Druckeinwirkungen auf Salzschichten,,
Der Aufschluß 7 / 53,O. Martin,Schmucksteine in der Weser,,
Der Aufschluß 7 / 53,H. Pöllmann,Mineralien im vorderen Bayerischen Wald,,
Der Aufschluß 8 / 53,A. Werner,Karlsbader Sprudel- und Erbsensteine,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1953 08 300.pdf
Der Aufschluß 8 / 53,K. Guckert,Was bieten die Allgäuer Alpen dem Steineklopfer ?,,
Der Aufschluß 8 / 53,G. Dittrich,"Zur Kenntnis der Dolinen, besonders der Gipstrichter des Liechtensteiner Alpengbietes",,
Der Aufschluß 8 / 53,F. Strauch,"Das Ober- und Mitteloligozän von Rumeln, Niederrhein",,
Der Aufschluß 8 / 53,O. Lorz,"Der Pegmatit von Wildenau - Plößberg, Oberpfalz",,
Der Aufschluß 8 / 53,F. Etting,Rochlitzer Porphyr,,
Der Aufschluß 8 / 53,W. Lieber,Der Prehnit von der Rauschermühle,,
Der Aufschluß 9 / 53,K. Brandt,Neue periglaziale Erscheinungen im Löss,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1953 09 300.pdf
Der Aufschluß 9 / 53,R. Hundt,Seltene Erhaltung von Graphtolithen in Pyrit aus dem Gotlandium Ostthüringens und dem Frankenwalde,,
"Der Aufschluß 10,11 / 53",O. Matthießen ,Zur Geologie des Odenwaldes,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1953 10 11 300.pdf
"Der Aufschluß 10,11 / 53",E. Kohl,Über das Vorkommen der sekundären Uranmineralien vom Katanga - Typus,,
"Der Aufschluß 10,11 / 53",W. Lohf,Eisenoxyd und - Hydroyd als Einschluß in Obersteiner Drusenmineralien,,
"Der Aufschluß 10,11 / 53",R. Hundt,Abdrücke des graphtolithentieres,,
"Der Aufschluß 10,11 / 53",F. Ettig,"Johann Christian Neuber, der Juwelier sächsischer Schmucksteine",,
"Der Aufschluß 10,11 / 53",K. Habenicht,Rundfahrt durch das südliche Fichtelgebirge,,
"Der Aufschluß 10,11 / 53",O. Lorz,"Phosphatpegmatite bei Hagendorf, Oberpfalz",,
"Der Aufschluß 10,11 / 53",W. Müller,Oberkirchberger Mittelmiozän,,
"Der Aufschluß 10,11 / 53",Dagobert Kessel,Das Pliozän von Willershausen und seine Fossilien,,
"Der Aufschluß 10,11 / 53",Henk Krul,Rogensteine,,
"Der Aufschluß 10,11 / 53",K. Obenauer,Das Werden der Laacher Landschaft,,
"Der Aufschluß 10,11 / 53",Redaktion,Meeresungeheuer - Sage oder Wirklichkeit ?,,
Der Aufschluß 12 / 53,I. Gerstenmaier,Über den Melibokus,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1953 12 300.pdf
Der Aufschluß 12 / 53,W. Lieber,Mineraliensuche in den Alpen Österreichs,,
Der Aufschluß 12 / 53,F. Ettig,Sächsischer Turmalin,,
Der Aufschluß 12 / 53,A. Werner,Die Marmorkugelmühle an der Almbachklamm im Berchtesgardener Land,,
Der Aufschluß 12 / 53,O. Klages,Fossilien von unvorstellbar prächtiger Erhaltung,"Tongrube bei Seesen, Westharz",
Der Aufschluß 1 / 54,R. Bölsche,Geologisch-Mineralogische Hochtouren im Habachtal,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1954 01 300.pdf
Der Aufschluß 1 / 54,O. Lorz,Das Graphitvorkommen nordostwärts von Passau,,
Der Aufschluß 1 / 54,J. Hefter,"Hochquarz, Tridymit, Christobalit aus der Basaltlava (Leucitnephelintephrit) des Laacher  Seegebietes",,
Der Aufschluß 1 / 54,Kl,Vom Ural,,
Der Aufschluß 1 / 54,A. Werner,Naturspiele,Konkretionen,
Der Aufschluß 1 / 54,G. Wirzing,Ammoniten,,
Der Aufschluß 1 / 54,P.G.S.,Auf der Fährtensuche im Rotliegenden Thüringens,,
Der Aufschluß 5 / 54,H.W. Rothe,Über das Sammeln von Ceratiten im Thüringer Becken,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1954 05 300.pdf
Der Aufschluß 5 / 54,O. Klages,Der gequälte Lias-Ton,,
Der Aufschluß 5 / 54,W. Müller,Das Ober-Miozän im Randecker Maar,,
Der Aufschluß 5 / 54,A. Martens,Die Striegauer Drusenmineralien,Beryllium,
Der Aufschluß 5 / 54,E. Mirus,Die Mineralien des Weinbergbruches bei Hohenleuben,,
Der Aufschluß 5 / 54,W. Lieber,Mineralien in Industrie und Forschung Teil I,,
Der Aufschluß 5 / 54,A. Werner,"Das nutzbare vulkanische Gestein der Eifel, besonders des Laacher Seegebietes",,
Der Aufschluß 6 / 54,R. Bölsche,Das Smaragdvorkommen im Habachtal,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1954 06 300.pdf
Der Aufschluß 6 / 54,A. Werner,Kalksilikat- und Tonschiefer-Hornfels aus der Kontaktzone des Brockenmassivs,,
Der Aufschluß 6 / 54,Henk Krul,Blitzröhrenfund in Holland,,
Der Aufschluß 6 / 54,G.O. Streberl,Mineralien aus den nordbayerischen Eisenerzvorkommen,,
Der Aufschluß 6 / 54,W. Lieber,Mineralien in Industrie und Forschung Teil II,,
Der Aufschluß 9 / 54,K. Obenauer,Über schwebend gebildete Quarze von Warstein im Sauerland,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1954 09 300.pdf
Der Aufschluß 9 / 54,J. Zemann,"Die Precession-Kamera, ein noch wenig bekannter Apparat zur Kristalluntersuchung mit Röntgenstrahlen",,
Der Aufschluß 9 / 54,W. Müller,"Verkieselte Fossilien von Nattheim, Würtemberg",,
Der Aufschluß 9 / 54,W. Lieber,Mineralien in Industrie und Forschung Teil III,,
Der Aufschluß 11 / 54,W. Haas,Die Fossilfundstellen im mitteloligozänen Meeressand von Weinheim bei Alzey und Waldböckelheim bei Bad Kreuznach,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1954 11 300.pdf
Der Aufschluß 11 / 54,O. Klages,Wo soll ich sammeln ? Auf Abraumhalden oder im Anstehenden ?,,
Der Aufschluß 11 / 54,P. Georgi,Von den Koprolithen im thüringischen Rotliegenden,,
Der Aufschluß 11 / 54,H.W.Bültemann,Ein Eisen-Uranglimmer von Wölsendorf,,
Der Aufschluß 11 / 54,W. Brügner,"Travertine und Minerale im Becken von Acque Albule, Rom",,
Der Aufschluß 11 / 54,F. Ettig,Oberschlottwitzer Überaschung,,
Der Aufschluß 11 / 54,W. Lieber,Mineralien in Industrie und Forschung Teil IV,,
Der Aufschluß 11 / 54,E. Lindemann,Tauschverkehr mit USA,,
Der Aufschluß 12 / 54,O. Klages,"Die Bergkristallstufen von Uefflen, Bramsche",,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1954 12 300.pdf
Der Aufschluß 12 / 54,H.W. Rothe,"Die Travertin-Fundstellen in Mühlhausen, Thüringen",,
Der Aufschluß 12 / 54,F. Ettig,Seußlitzer Granit,,
Der Aufschluß 12 / 54,H. Engel,"Kieselgur, das weiße Gold der Lüneburger Heide",,
Der Aufschluß 12 / 54,A. Werner,Konkretionäre Bildungen,,
Der Aufschluß 12 / 54,G. Fricke,Mineralneubildungen im Dogger-Brauneisenerz,,
Der Aufschluß 12 / 54,A. Haas,Verkieselte und reine Barytgänge im Odenwald,,
Der Aufschluß 12 / 54,G. Steberl,Zwei Fundpunkte im Bayerischen Wald,,
Der Aufschluß 12 / 54,W. Lieber,Mineralien in Industrie und Forschung Teil V,,
Der Aufschluß 1 / 55,H. Grabert,Faltenvergitterung am Harznordrand,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Der Aufschluss\Der Aufschluss als pdf\Der Aufschluss 1955 01 300.pdf
Der Aufschluß 1 / 55,H. Meixner,"Bemerkungen zur Notiz von H.W.Bültemann "" Ein Eisen-Uranglimmer von Wölsendorf""",,
Der Aufschluß 1 / 55,W. Lieber,Mineralien in Industrie und Forschung Teil VI,,
